,House,Day Wasted,Type,Kg,Price,Servings,Kcal,Status,Meat & Fish,Dairy & Eggs,Fruits & Vegetables,Dry Foods & Baked Goods,"Snacks, Condiments, Liquids, Oils, Grease, & Other",Store-Prepared Items
535,1,21,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
536,1,21,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12.0,1099.68,Expired,0.0,0.0,12.0,0.0,0.0,0.0
537,1,21,Dairy & Eggs,0.031433645894829824,0.0001358458361569073,0.2883820724296314,56.89489906964198,Inedible,0.0,0.2883820724296314,0.0,0.0,0.0,0.0
538,1,21,"Cooked, Prepped, Leftovers",0.007042297855807632,3.1227499839034655e-05,0.06952352290190786,13.754335494090881,Plate Waste,0.014610043527579096,0.009835250037193212,0.017758090344932188,0.0,0.027320138992203362,0.0
539,2,21,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
540,2,21,"Cooked, Prepped, Leftovers",0.1693150836961894,0.0008932082364644529,1.7747217330629197,341.3336050554283,Plate Waste,1.0456626699519642,0.25990494427976946,0.23625564075806146,0.08850684236214157,0.144391635710983,0.0
541,2,21,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
542,2,21,"Cooked, Prepped, Leftovers",1.9844280300677286,16.73021145681475,23.493831700180134,4702.796987654455,Expired,8.262339559329,0.0,3.2970016662647987,9.180377288143333,2.754113186443,0.0
543,2,21,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
544,2,21,Dairy & Eggs,0.0872,0.00037684960098219767,0.8,157.832,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
545,2,21,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
546,2,21,Dairy & Eggs,0.0436,0.00018842480049109883,0.4,78.916,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
547,2,21,"Cooked, Prepped, Leftovers",12.378780648513008,109.01105423776343,123.05285187842311,21997.273708789686,Expired,31.367598905036665,8.101050782157788,44.72971101700689,6.904697590645432,31.94979358357635,0.0
548,2,21,Meat & Fish,0.4897791450054728,6.465084714072241,5.441990500060811,1097.105284812259,Expired,5.441990500060811,0.0,0.0,0.0,0.0,0.0
549,3,21,"Cooked, Prepped, Leftovers",0.2276570425911102,0.0004356974386868747,2.836686187290014,670.463489859835,Plate Waste,0.0,0.18270320890363473,0.0,1.4795330042030665,1.174449974183313,0.0
550,3,21,Store-Prepared Items,1.9,22.070400000000003,20.0,5301.0,Expired,0.0,0.0,0.0,0.0,0.0,20.0
551,3,21,Fruits & Vegetables,0.4640000000000001,3.6952960000000012,4.0,366.56000000000006,Expired,0.0,0.0,4.0,0.0,0.0,0.0
552,3,21,"Cooked, Prepped, Leftovers",0.23656497812421576,0.0005803765425685567,2.5792026326586788,670.463489859835,Plate Waste,0.0,0.0,0.0,0.28197573261195813,2.297226900046721,0.0
553,3,21,Meat & Fish,1.0799999999999998,14.255999999999998,12.0,2419.2,Expired,12.0,0.0,0.0,0.0,0.0,0.0
554,3,21,Meat & Fish,1.7999999999999998,23.759999999999998,20.0,4031.9999999999995,Expired,20.0,0.0,0.0,0.0,0.0,0.0
555,0,22,"Cooked, Prepped, Leftovers",0.38068866956019076,0.0014544534538417097,3.9530531317136575,796.119458967255,Plate Waste,0.6215448919629785,1.1030746345662785,0.6128192414257102,0.6685300815553202,0.9470842822033704,0.0
556,0,22,"Cooked, Prepped, Leftovers",0.10748702129926566,0.0003415058835790372,1.0680157833383952,253.91405746439003,Plate Waste,0.0,0.4303944201512936,0.0,0.0,0.6376213631871016,0.0
557,0,22,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
558,0,22,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
559,1,22,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
560,1,22,Meat & Fish,0.05190877303733365,0.00030589098397000195,0.5767641448592628,116.27565160362737,Inedible,0.5767641448592628,0.0,0.0,0.0,0.0,0.0
561,1,22,"Cooked, Prepped, Leftovers",0.3061086708565238,0.0005100411081045502,4.069089395310954,897.3849274380822,Plate Waste,0.0,0.6257117061171676,0.0,2.9738261861219057,0.46955150307187987,0.0
562,1,22,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
563,1,22,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
564,1,22,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
565,1,22,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
566,1,22,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
567,1,22,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
568,1,22,Dairy & Eggs,0.02383552126380889,0.00010300925088840675,0.21867450700742097,43.14229348749409,Inedible,0.0,0.21867450700742097,0.0,0.0,0.0,0.0
569,2,22,Meat & Fish,0.036,0.00021214285714285711,0.4,80.64,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
570,2,22,"Cooked, Prepped, Leftovers",0.12420810650843177,0.00028927620916451247,1.577544423435878,341.33360505542834,Plate Waste,0.21683335536318252,0.0,0.12046297520176806,0.9034723140132604,0.3367757788576669,0.0
571,2,22,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
572,2,22,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
573,2,22,Dry Foods & Baked Goods,0.78,2.5740000000000003,12.0,2620.8,Expired,0.0,0.0,0.0,12.0,0.0,0.0
574,2,22,Store-Prepared Items,1.1400000000000001,13.242240000000002,12.0,3180.6000000000004,Expired,0.0,0.0,0.0,0.0,0.0,12.0
575,2,22,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
576,3,22,Fruits & Vegetables,0.6960000000000001,5.542944000000001,6.0,549.84,Expired,0.0,0.0,6.0,0.0,0.0,0.0
577,3,22,Meat & Fish,0.54,7.128000000000001,6.0,1209.6000000000001,Expired,6.0,0.0,0.0,0.0,0.0,0.0
578,3,22,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20.0,1832.8000000000002,Expired,0.0,0.0,20.0,0.0,0.0,0.0
579,3,22,"Cooked, Prepped, Leftovers",0.16880909334577215,0.0010604984295038888,1.4980722903174548,212.2539782240785,Plate Waste,0.0,0.7096131901503734,0.7884591001670815,0.0,0.0,0.0
580,3,22,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
581,3,22,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12.0,1099.68,Expired,0.0,0.0,12.0,0.0,0.0,0.0
582,0,23,Store-Prepared Items,0.15143507375693663,0.0006304909737493104,1.594053407967754,422.5038557818532,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.594053407967754
583,0,23,"Cooked, Prepped, Leftovers",0.09309271902531685,0.0002988773594757884,1.211480590055493,254.94652585673074,Plate Waste,0.5738592268683914,0.0,0.0,0.6376213631871016,0.0,0.0
584,0,23,Store-Prepared Items,0.15143507375693663,0.0006304909737493104,1.594053407967754,422.5038557818532,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.594053407967754
585,0,23,Store-Prepared Items,1.9,22.070400000000003,20.0,5301.0,Expired,0.0,0.0,0.0,0.0,0.0,20.0
586,1,23,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
587,1,23,Meat & Fish,0.54,7.128000000000001,6.0,1209.6000000000001,Expired,6.0,0.0,0.0,0.0,0.0,0.0
588,1,23,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
589,1,23,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
590,1,23,Dairy & Eggs,0.012166354105170182,5.257896433419159e-05,0.11161792757036865,22.02110093035803,Inedible,0.0,0.11161792757036865,0.0,0.0,0.0,0.0
591,1,23,"Cooked, Prepped, Leftovers",0.0610416953993444,5.995166512435611e-05,0.93910300614376,205.10009654179717,Plate Waste,0.0,0.0,0.0,0.93910300614376,0.0,0.0
592,1,23,Store-Prepared Items,0.1486913093060953,0.0006190674727238723,1.5651716769062665,414.84875296400594,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.5651716769062665
593,1,23,Dairy & Eggs,0.43599999999999994,3.4104888888888887,4.0,789.1599999999999,Expired,0.0,4.0,0.0,0.0,0.0,0.0
594,2,23,"Cooked, Prepped, Leftovers",0.060556419691425965,0.0002171451534720418,0.6151397935588088,121.35879428734803,Plate Waste,0.0,0.0709656084259855,0.18743679756255618,0.09371839878127809,0.2630189887889889,0.0
595,2,23,Meat & Fish,0.036000000000000004,0.00021214285714285717,0.4,80.64000000000001,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
596,2,23,"Cooked, Prepped, Leftovers",0.15938122747431896,0.0006273244056519811,1.6927617201526037,341.3336050554283,Plate Waste,0.4191757002136223,0.26947009299447156,0.27973798533886624,0.2994112144383017,0.42496672716734185,0.0
597,2,23,Meat & Fish,0.36,4.752,4.0,806.4,Expired,4.0,0.0,0.0,0.0,0.0,0.0
598,2,23,"Cooked, Prepped, Leftovers",6.7009013826921855,60.56038882965991,68.89795182145002,11548.166986981205,Expired,23.108910087903595,3.6487752770374096,25.923487447453862,10.811186006036769,5.405593003018384,0.0
599,2,23,Fruits & Vegetables,2.3200000000000003,18.476480000000006,20.0,1832.8000000000002,Expired,0.0,0.0,20.0,0.0,0.0,0.0
600,3,23,"Cooked, Prepped, Leftovers",1.447383442078562,10.963098349886367,15.781850131099372,3359.899591574655,Expired,2.1926454270968403,4.32564741948746,1.1308882142450876,4.174560320412166,3.958108749857807,0.0
601,3,23,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
602,3,23,Fruits & Vegetables,0.4640000000000001,3.6952960000000012,4.0,366.56000000000006,Expired,0.0,0.0,4.0,0.0,0.0,0.0
603,3,23,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
604,3,23,Store-Prepared Items,1.1400000000000001,13.242240000000002,12.0,3180.6000000000004,Expired,0.0,0.0,0.0,0.0,0.0,12.0
605,3,23,Meat & Fish,1.0799999999999998,14.255999999999998,12.0,2419.2,Expired,12.0,0.0,0.0,0.0,0.0,0.0
606,0,24,Store-Prepared Items,0.15143507375693663,0.0006304909737493104,1.594053407967754,422.5038557818532,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.594053407967754
607,0,24,"Cooked, Prepped, Leftovers",0.11939460025678479,0.0005924350794447921,1.1158373855774277,185.18277845702195,Plate Waste,0.0,0.0,0.6376213631871016,0.0,0.47821602239032623,0.0
608,0,24,Dairy & Eggs,0.0872,0.00037684960098219767,0.8,157.832,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
609,0,24,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
610,0,24,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
611,0,24,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
612,0,24,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
613,0,24,"Cooked, Prepped, Leftovers",0.3660705401793622,0.001123430996637895,3.9530531317136575,865.6930914135011,Plate Waste,0.2998260058477008,1.2992460253400369,0.16657000324872268,0.9885930575726802,1.1988180397045165,0.0
614,1,24,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
615,1,24,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
616,1,24,"Cooked, Prepped, Leftovers",0.4052238782300631,0.0014173749017648142,4.1386129182128615,882.3652233244367,Plate Waste,0.29655435659306434,1.6632479521828207,0.32950484065896035,0.5555550067197034,1.2937507620583129,0.0
617,1,24,"Cooked, Prepped, Leftovers",0.006703920044984165,2.6813616024658058e-05,0.06916655825656862,13.649212960177701,Plate Waste,0.012041522530496791,0.009746451593073868,0.016244085988456444,0.009475716826599591,0.021658781317941925,0.0
618,1,24,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
619,1,24,"Cooked, Prepped, Leftovers",4.693388100765372,38.220099356178416,48.423235855140746,9555.760400221454,Expired,8.430222642946998,6.823452491179977,11.372420818633293,6.633912144202755,15.163227758177726,0.0
620,2,24,Meat & Fish,0.036,0.00021214285714285711,0.4,80.64,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
621,2,24,Store-Prepared Items,1.9,22.070400000000003,20.0,5301.0,Expired,0.0,0.0,0.0,0.0,0.0,20.0
622,2,24,"Cooked, Prepped, Leftovers",11.32200615787585,120.4103598459695,118.67466236090989,22824.789699551726,Expired,69.92288536738025,17.379700115071063,15.798284246755966,5.918403678885384,9.655388952817257,0.0
623,2,24,"Cooked, Prepped, Leftovers",0.03641691289454604,9.47622894675284e-05,0.3833359252057478,101.60318697578344,Plate Waste,0.0,0.0,0.0,0.0,0.3833359252057478,0.0
624,2,24,Meat & Fish,0.3599999999999999,4.751999999999999,4.0,806.3999999999997,Expired,4.0,0.0,0.0,0.0,0.0,0.0
625,3,24,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
626,3,24,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
627,3,24,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
628,3,24,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
629,3,24,Store-Prepared Items,0.12777158266916658,0.0005319694280591539,1.34496402809649,356.4827156469747,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.34496402809649
630,3,24,"Cooked, Prepped, Leftovers",2.3747081261138248,13.384686361188205,29.589691860714183,6993.656244987856,Expired,0.0,1.9057912283864258,0.0,15.433122595047786,12.250778037279964,0.0
631,3,24,Dairy & Eggs,0.43600000000000005,3.4104888888888896,4.0,789.1600000000001,Expired,0.0,4.0,0.0,0.0,0.0,0.0
632,0,25,Fruits & Vegetables,1.3920000000000001,11.085888000000002,12.0,1099.68,Expired,0.0,0.0,12.0,0.0,0.0,0.0
633,0,25,Dairy & Eggs,0.0436,0.00018842480049109883,0.4,78.916,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
634,0,25,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
635,0,25,Meat & Fish,0.036,0.00021214285714285711,0.4,80.64,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
636,0,25,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
637,0,25,"Cooked, Prepped, Leftovers",0.3642860304525452,0.0012687265299890465,3.825528859076237,833.4241370535401,Plate Waste,0.5738592268683914,0.5738592268683914,0.47821602239032623,0.47821602239032623,1.7213783605588018,0.0
638,0,25,Meat & Fish,1.7999999999999998,23.759999999999998,20.0,4031.9999999999995,Expired,20.0,0.0,0.0,0.0,0.0,0.0
639,1,25,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
640,1,25,Store-Prepared Items,0.1486913093060953,0.0006190674727238723,1.5651716769062665,414.84875296400594,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.5651716769062665
641,1,25,"Cooked, Prepped, Leftovers",0.09018519202333908,0.0002735857463220714,0.9077995726056346,221.5221908102331,Plate Waste,0.0,0.281730901843128,0.0,0.0,0.6260686707625066,0.0
642,1,25,Store-Prepared Items,0.1486913093060953,0.0006190674727238723,1.5651716769062665,414.84875296400594,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.5651716769062665
643,1,25,"Cooked, Prepped, Leftovers",0.11018808605420118,0.000434074278395338,1.1895304744487625,279.5334008087516,Plate Waste,0.563461803686256,0.0,0.0,0.0,0.6260686707625066,0.0
644,1,25,"Snacks, Condiments, Liquids, Oils, Grease, & Other",0.5700000000000001,4.1382,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,6.0,0.0
645,2,25,"Cooked, Prepped, Leftovers",0.15938122747431896,0.0006273244056519811,1.6927617201526037,341.3336050554283,Plate Waste,0.4191757002136223,0.26947009299447156,0.2797379853388662,0.29941121443830165,0.42496672716734185,0.0
646,2,25,"Cooked, Prepped, Leftovers",0.11193895863333139,0.0004405916669531936,1.1888852104541672,239.73041807964483,Plate Waste,0.2944016187469187,0.18925818348016213,0.1964696800572975,0.21028687053351341,0.2984688576362753,0.0
647,2,25,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
648,2,25,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
649,2,25,"Cooked, Prepped, Leftovers",0.1322363221941247,0.000507970707648102,1.5532354232383705,341.3336050554283,Plate Waste,0.8356932552829359,0.0,0.0,0.3714192245701937,0.3461229433852408,0.0
650,3,25,Store-Prepared Items,0.11235542177380912,0.00046778515387977315,1.1826886502506224,313.47162674892746,Plate Waste,0.0,0.0,0.0,0.0,0.0,1.1826886502506224
651,3,25,Dairy & Eggs,2.18,17.052444444444447,20.0,3945.8,Expired,0.0,20.0,0.0,0.0,0.0,0.0
652,3,25,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
653,3,25,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
654,3,25,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
655,3,25,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
656,3,25,Store-Prepared Items,1.1400000000000001,13.242240000000002,12.0,3180.6000000000004,Expired,0.0,0.0,0.0,0.0,0.0,12.0
657,3,25,Meat & Fish,1.0799999999999998,14.255999999999998,12.0,2419.2,Expired,12.0,0.0,0.0,0.0,0.0,0.0
658,0,26,Fruits & Vegetables,0.46399999999999997,3.6952960000000004,4.0,366.56,Expired,0.0,0.0,4.0,0.0,0.0,0.0
659,0,26,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
660,0,26,Dairy & Eggs,0.0872,0.00037684960098219767,0.8,157.832,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
661,0,26,"Cooked, Prepped, Leftovers",0.34445600605742616,0.0007699775578210952,3.9530531317136575,999.4210480976029,Plate Waste,0.0,0.0,0.0,1.03613471517904,2.9169184165346174,0.0
662,0,26,Meat & Fish,1.7999999999999998,23.759999999999998,20.0,4031.9999999999995,Expired,20.0,0.0,0.0,0.0,0.0,0.0
663,1,26,Meat & Fish,0.036000000000000004,0.00021214285714285717,0.4,80.64000000000001,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
664,1,26,Meat & Fish,0.3599999999999999,4.751999999999999,4.0,806.3999999999997,Expired,4.0,0.0,0.0,0.0,0.0,0.0
665,1,26,"Cooked, Prepped, Leftovers",4.86399127093347,42.12508940488097,48.01867450700743,9499.87761815224,Expired,10.090900106915885,6.793034220911917,12.265200676646515,0.0,18.8695395025331,0.0
666,1,26,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
667,1,26,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
668,1,26,"Cooked, Prepped, Leftovers",9.579545317885714,72.9605266209693,97.83734901401486,20859.228929653178,Expired,7.010583657132916,39.3193984579803,7.78953739681435,13.133392796828696,30.584436705258597,0.0
669,1,26,"Snacks, Condiments, Liquids, Oils, Grease, & Other",0.3799999999999999,2.758799999999999,4.0,1060.1999999999996,Expired,0.0,0.0,0.0,0.0,4.0,0.0
670,2,26,"Cooked, Prepped, Leftovers",0.15938122747431896,0.0006273244056519811,1.6927617201526037,341.3336050554283,Plate Waste,0.41917570021362227,0.26947009299447156,0.2797379853388662,0.2994112144383017,0.42496672716734185,0.0
671,2,26,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
672,2,26,"Cooked, Prepped, Leftovers",6.231842100940529,39.884883115823555,79.14948573347978,17125.59019089327,Expired,10.879090510479278,0.0,6.043939172488487,45.32954379366366,16.89691225684835,0.0
673,2,26,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
674,2,26,Store-Prepared Items,0.05894713474832616,0.0002454229094037838,0.6204961552455386,164.46250594782998,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.6204961552455386
675,2,26,Store-Prepared Items,0.5700000000000001,6.621120000000001,6.0,1590.3000000000002,Expired,0.0,0.0,0.0,0.0,0.0,6.0
676,3,26,"Cooked, Prepped, Leftovers",0.22923893333216583,0.00035818642129985663,3.126972243629181,670.463489859835,Plate Waste,0.0,0.5905849430970221,0.0,2.536387300532159,0.0,0.0
677,3,26,Store-Prepared Items,1.1400000000000001,13.242240000000002,12.0,3180.6000000000004,Expired,0.0,0.0,0.0,0.0,0.0,12.0
678,3,26,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
679,3,26,Store-Prepared Items,1.9,22.070400000000003,20.0,5301.0,Expired,0.0,0.0,0.0,0.0,0.0,20.0
680,3,26,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
681,3,26,"Cooked, Prepped, Leftovers",0.14121302483992434,0.0007224107813070479,1.4192263803007468,283.0576054190825,Plate Waste,0.7096131901503734,0.7096131901503734,0.0,0.0,0.0,0.0
682,3,26,Meat & Fish,0.36,4.752,4.0,806.4,Expired,4.0,0.0,0.0,0.0,0.0,0.0
683,0,27,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
684,0,27,Store-Prepared Items,0.01211480590055494,5.043927789994487e-05,0.12752427263742044,33.80030846254829,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.12752427263742044
685,0,27,Dairy & Eggs,0.0436,0.00018842480049109883,0.4,78.916,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
686,0,27,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
687,0,27,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
688,0,27,Meat & Fish,0.07200000000000001,0.00042428571428571434,0.8,161.28000000000003,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
689,0,27,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
690,0,27,Dairy & Eggs,0.0654,0.00028263720073664825,0.6000000000000001,118.374,Inedible,0.0,0.6000000000000001,0.0,0.0,0.0,0.0
691,0,27,Dairy & Eggs,0.04360000000000001,0.00018842480049109886,0.4,78.91600000000001,Inedible,0.0,0.4,0.0,0.0,0.0,0.0
692,0,27,Meat & Fish,0.072,0.00042428571428571423,0.8,161.28,Inedible,0.8,0.0,0.0,0.0,0.0,0.0
693,0,27,Meat & Fish,0.036,0.00021214285714285711,0.4,80.64,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
694,0,27,"Cooked, Prepped, Leftovers",0.3957309783853817,0.00197026796748247,3.9530531317136575,772.6596887545418,Plate Waste,1.6008154911767623,1.2393410254271706,0.5163920939279877,0.0,0.5965045211817374,0.0
695,1,27,Store-Prepared Items,0.0446073927918286,0.00018572024181716168,0.46955150307188,124.4546258892018,Plate Waste,0.0,0.0,0.0,0.0,0.0,0.46955150307188
696,1,27,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
697,1,27,"Cooked, Prepped, Leftovers",0.38542563619627235,0.0012316383870470495,4.1386129182128615,810.7379311705522,Plate Waste,0.0,0.6205872148694658,1.0608328459307108,1.2902767268889028,1.1669161305237818,0.0
698,1,27,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
699,1,27,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
700,1,27,Meat & Fish,0.054000000000000006,0.00031821428571428577,0.6000000000000001,120.96000000000001,Inedible,0.6000000000000001,0.0,0.0,0.0,0.0,0.0
701,1,27,Meat & Fish,0.036000000000000004,0.00021214285714285717,0.4,80.64000000000001,Inedible,0.4,0.0,0.0,0.0,0.0,0.0
702,1,27,Dairy & Eggs,0.08720000000000001,0.0003768496009821977,0.8,157.83200000000002,Inedible,0.0,0.8,0.0,0.0,0.0,0.0
703,1,27,Fruits & Vegetables,0.46399999999999997,3.6952960000000004,4.0,366.56,Expired,0.0,0.0,4.0,0.0,0.0,0.0
